分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 ZBS Taskd Follower 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,ZBS NTPd Leader 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,ZBS NTPd Leader 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 ZBS NTPd Follower 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 ZBS NTPd Follower 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,Primary MongoDB 所在的节点的其中一块 RAID Controller Card 不在位,,P0,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,Primary MongoDB 所在的节点的全部 RAID Controller Cards 同时不在位,,P1,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 Secondary MongoDB 所在的节点的其中一块 RAID Controller Card 不在位,,P1,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 Secondary MongoDB 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,运行 Prometheus 服务的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,运行 Prometheus 服务的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,Siren Leader 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,Siren Leader 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,NTPm Leader 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,NTPm Leader 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 NTPm Follower 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个 NTPm Follower 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,集群内 NTP Server 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,集群内 NTP Server 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个非集群内 NTP Server 所在的节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个非集群内 NTP Server 所在的节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个存储节点的其中一块 RAID Controller Card 不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,一个存储节点的全部 RAID Controller Cards 同时不在位,,P2,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,（物理机部署）双活集群的仲裁节点的其中一块 RAID Controller Card 不在位,,P3,Plan to Automate,,,,,
RAID Controller Card,不在位（损坏、被拔出、插槽损坏、接触不良等）,（物理机部署）双活集群的仲裁节点的全部 RAID Controller Cards 同时不在位,,P3,Plan to Automate,,,,,
RAID Controller Card,重置（Reset）,重置 ZBS Metad Leader 所在的主节点的其中一块 RAID Controller Card,,P0,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 ZBS Metad Leader 所在的主节点的全部 RAID Controller Cards,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,Y
RAID Controller Card,重置（Reset）,重置任意一个 ZBS Metad Follower 所在的主节点的其中一块 RAID Controller Card,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 ZBS Metad Follower 所在的主节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 Zookeeper Leader 所在的节点的其中一块 RAID Controller Card,,P0,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 Zookeeper Leader 所在的节点的全部 RAID Controller Cards,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个 Zookeeper Follower 所在的节点的其中一块 RAID Controller Card,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 Zookeeper Follower 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 ZBS Taskd Leader 所在的节点的其中一块 RAID Controller Card,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 ZBS Taskd Leader 所在的节点的全部 RAID Controller Cards,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个 ZBS Taskd Follower 所在的节点的其中一块 RAID Controller Card,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 ZBS Taskd Follower 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 ZBS NTPd Leader 所在的节点的其中一个 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 ZBS NTPd Leader 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个 ZBS NTPd Follower 所在的节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 ZBS NTPd Follower 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 Primary MongoDB 所在的节点的其中一块 RAID Controller Card,,P0,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 Primary MongoDB 所在的节点的全部 RAID Controller Cards,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个 Secondary MongoDB 所在的节点的其中一块 RAID Controller Card,,P1,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 Secondary MongoDB 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置运行 Prometheus 服务的节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置运行 Prometheus 服务的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 Siren Leader 所在的节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 Siren Leader 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 NTPm Leader 所在的节点的其中一个 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 NTPm Leader 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个 NTPm Follower 所在的节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个 NTPm Follower 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置 集群内 NTP Server 所在的节点的其中一个 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置 集群内 NTP Server 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个非集群内 NTP Server 所在的节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个非集群内 NTP Server 所在的节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,重置任意一个存储节点的其中一块 RAID Controller Card,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,同时重置任意一个存储节点的全部 RAID Controller Cards,,P2,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,（物理机部署）重置双活集群的仲裁节点的其中一块 RAID Controller Card,,P3,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,重置（Reset）,（物理机部署）同时重置双活集群的仲裁节点的全部 RAID Controller Cards,,P3,Automated,testcases.fault.node.raid_controller.fault_raid_controller_restart,,,,
RAID Controller Card,配置错误（类型不匹配、型号不一致）,ZBS Metad Leader 所在的主节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,Siren Leader 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,NTPm Leader 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个 NTPm Follower 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,集群内 NTP Server 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个非集群内 NTP Server 所在的节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,一个存储节点的 RAID Controller Card 配置错误,,P2,Pending,,,,,
RAID Controller Card,,（物理机部署）双活集群的仲裁节点的 RAID Controller Card 配置错误,,P3,Pending,,,,,
RAID Controller Card,"MCE（Machine Check Exception）
AER（Advanced Error Reporting）",ZBS Metad Leader 所在的主节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,Siren Leader 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,NTPm Leader 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个 NTPm Follower 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,集群内 NTP Server 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个非集群内 NTP Server 所在的节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,一个存储节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,,（物理机部署）双活集群的仲裁节点的 RAID Controller Card 侦测到 MCE/AER,,P3,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS Metad Leader 所在的主节点的其中一块 RAID Controller Card 卡死,,P0,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS Metad Leader 所在的主节点的全部 RAID Controller Cards 同时卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS Metad Follower 所在的主节点的其中一块 RAID Controller Card 卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS Metad Follower 所在的主节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Zookeeper Leader 所在的节点的其中一块 RAID Controller Card 卡死,,P0,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Zookeeper Leader 所在的节点的全部 RAID Controller Cards 同时卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 Zookeeper Follower 所在的节点的其中一块 RAID Controller Card 卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 Zookeeper Follower 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS Taskd Leader 所在的节点的其中一块 RAID Controller Card 卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS Taskd Leader 所在的节点的全部 RAID Controller Cards 同时卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS Taskd Follower 所在的节点的其中一块 RAID Controller Card 卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS Taskd Follower 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS NTPd Leader 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,ZBS NTPd Leader 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS NTPd Follower 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 ZBS NTPd Follower 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Primary MongoDB 所在的节点的其中一块 RAID Controller Card 卡死,,P0,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Primary MongoDB 所在的节点的全部 RAID Controller Cards 同时卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 Secondary MongoDB 所在的节点的其中一块 RAID Controller Card 卡死,,P1,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 Secondary MongoDB 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,运行 Prometheus 服务的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,运行 Prometheus 服务的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Siren Leader 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,Siren Leader 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,NTPm Leader 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,NTPm Leader 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 NTPm Follower 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个 NTPm Follower 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,集群内 NTP Server 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,集群内 NTP Server 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个非集群内 NTP Server 所在的节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个非集群内 NTP Server 所在的节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个存储节点的其中一块 RAID Controller Card 卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,一个存储节点的全部 RAID Controller Cards 同时卡死,,P2,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,（物理机部署）双活集群的仲裁节点的其中一块 RAID Controller Card 卡死,,P3,Pending,,,,,
RAID Controller Card,卡死 / Hang IO,（物理机部署）双活集群的仲裁节点的全部 RAID Controller Cards 同时卡死,,P3,Pending,,,,,
RAID Controller Card,初始化异常,ZBS Metad Leader 所在的主节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,Siren Leader 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,NTPm Leader 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个 NTPm Follower 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,集群内 NTP Server 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个非集群内 NTP Server 所在的节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,一个存储节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,,（物理机部署）双活集群的仲裁节点的 RAID Controller Card 初始化异常,,P3,Pending,,,,,
RAID Controller Card,通信丢失,ZBS Metad Leader 所在的主节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,Siren Leader 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,NTPm Leader 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个 NTPm Follower 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,集群内 NTP Server 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个非集群内 NTP Server 所在的节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,一个存储节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,,（物理机部署）双活集群的仲裁节点的 RAID Controller Card 发生通信丢失,,P3,Pending,,,,,
RAID Controller Card,BBU 故障,ZBS Metad Leader 所在的主节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,Siren Leader 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,NTPm Leader 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个 NTPm Follower 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,集群内 NTP Server 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个非集群内 NTP Server 所在的节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,一个存储节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,,（物理机部署）双活集群的仲裁节点的 RAID Controller Card 发生 BBU 故障,,P3,Pending,,,,,
RAID Controller Card,不兼容（无法识别、性能不足、不支持直通、固件版本不兼容等）,ZBS Metad Leader 所在的主节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS Metad Follower 所在的主节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,Zookeeper Leader 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,一个 Zookeeper Follower 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,ZBS Taskd Leader 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS Taskd Follower 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,ZBS NTPd Leader 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,一个 ZBS NTPd Follower 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,Primary MongoDB 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,一个 Secondary MongoDB 所在的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
RAID Controller Card,,运行 Prometheus 服务的节点的 RAID Controller Card 不兼容,,P2,Pending,,,,,
